,CreditScore,Age,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Tenure_4-6,Tenure_7-10,Balance_150k+,Balance_Até 100k,Balance_Zerada,NumOfProducts_NumProd2+
1456,0.639,28,1,0,126561.07,0,0,1,1,0,1,0,0,1,1
1457,0.85,66,0,1,64350.8,0,0,0,1,1,0,0,0,1,1
1458,0.465,25,1,1,10472.31,0,0,0,1,0,0,0,1,0,1
1459,0.817,55,1,0,95941.55,1,0,0,0,0,1,0,0,0,0
1460,0.578,23,1,1,125222.36,0,0,0,1,0,1,0,1,0,0
1461,0.611,34,1,0,170950.58,0,0,1,1,1,0,0,0,1,1
1462,0.616,41,1,0,236.45,1,1,0,0,0,0,0,0,0,0
1463,0.517,37,0,1,31517.16,0,0,0,1,1,0,0,0,0,0
1464,0.637,40,1,1,181610.6,0,0,1,0,1,0,0,0,1,1
1465,0.806,32,1,0,156593.09,0,0,0,0,0,0,0,1,0,0
1466,0.633,29,1,0,4272.0,0,0,0,0,0,1,1,0,0,0
1467,0.624,35,1,0,163587.9,0,1,0,0,0,0,1,0,0,1
1468,0.691,52,1,0,175843.68,1,0,0,1,0,0,0,0,1,0
1469,0.819,49,0,0,166164.3,1,1,0,0,0,0,0,0,0,1
1470,0.568,31,1,1,61796.64,0,1,0,0,0,0,0,1,0,1
1471,0.806,48,1,1,21439.49,0,0,0,1,1,0,1,0,0,0
1472,0.726,26,1,1,19225.85,0,0,1,0,0,0,0,1,0,0
1473,0.552,36,0,0,132547.02,0,0,0,1,0,1,0,0,1,1
1474,0.755,30,0,1,62688.55,0,1,0,0,1,0,1,0,0,1
1475,0.634,26,1,0,21760.96,0,0,0,1,0,1,0,0,1,0
1476,0.756,26,0,1,154460.68,0,0,0,0,1,0,0,0,0,1
1477,0.776,37,0,1,8065.0,0,0,0,1,0,0,0,0,1,0
1478,0.649,45,1,0,173365.9,1,0,0,0,1,0,0,1,0,0
1479,0.595,32,1,1,69428.79,0,1,0,1,0,1,0,0,0,1
1480,0.646,30,1,1,12757.14,0,0,0,1,1,0,0,1,0,0
1481,0.592,38,1,0,180426.2,0,0,1,1,0,1,0,0,1,1
1482,0.574,26,1,1,43093.67,0,0,0,1,0,1,0,1,0,0
1483,0.85,36,0,1,68594.0,0,0,0,1,0,0,0,0,0,1
1484,0.85,29,1,1,197996.65,0,0,1,0,0,0,0,0,1,1
1485,0.475,46,0,0,122953.0,1,0,0,0,0,1,0,0,1,1
1486,0.642,39,1,1,76821.24,0,0,0,0,1,0,0,0,1,0
1487,0.71,51,0,1,141400.51,1,0,1,0,1,0,0,1,0,0
1488,0.596,30,1,0,41921.75,1,0,1,1,1,0,0,0,0,1
1489,0.609,39,0,1,175664.25,0,0,0,0,0,1,0,0,0,0
1490,0.797,31,1,0,117916.63,0,0,1,0,0,1,0,0,1,1
1491,0.504,43,1,0,194690.77,1,1,0,0,0,1,0,0,0,0
1492,0.735,50,0,0,166677.35,1,0,1,1,0,1,0,0,1,0
1493,0.68,30,1,0,160131.58,0,0,1,0,0,0,0,0,1,0
1494,0.449,52,0,1,123622.0,0,0,0,1,1,0,0,0,1,1
1495,0.685,57,0,1,113483.96,0,1,0,1,0,1,0,0,0,0
1496,0.569,38,0,0,79618.79,0,0,1,1,0,1,0,0,1,1
1497,0.631,35,1,0,24472.23,0,0,0,1,0,1,0,0,0,1
1498,0.595,25,0,1,177025.79,0,1,0,0,0,1,0,0,0,1
1499,0.461,28,1,1,103349.74,0,0,0,0,0,1,0,0,1,0
1500,0.63,50,0,1,63606.22,1,0,0,1,0,0,0,1,0,0
1501,0.661,31,1,1,14490.79,0,0,0,0,0,1,0,0,0,1
1502,0.796,39,0,0,105080.53,0,1,0,1,1,0,0,1,0,1
1503,0.71,47,0,0,83499.89,1,0,0,1,1,0,1,0,0,0
1504,0.741,32,1,0,143598.7,0,0,0,1,0,1,0,0,1,1
1505,0.606,48,0,0,36091.91,1,1,0,1,1,0,0,0,0,0
1506,0.747,27,0,0,13007.89,0,0,0,1,0,1,0,0,1,1
1507,0.549,43,1,0,6101.41,0,1,0,0,0,0,0,0,0,0
1508,0.576,36,1,1,48314.0,0,0,0,1,1,0,0,0,1,1
1509,0.528,37,1,0,197111.99,0,0,0,1,1,0,0,0,0,0
1510,0.535,33,1,1,110299.78,0,0,0,1,0,0,0,0,0,0
1511,0.575,37,0,0,30114.32,0,0,1,0,0,0,0,0,1,1
1512,0.656,39,1,1,98894.64,0,0,0,1,0,1,0,0,1,1
1513,0.44,42,1,0,49826.68,0,0,0,1,0,0,0,0,1,1
1514,0.539,38,1,1,10074.05,0,0,1,1,0,1,0,1,0,1
1515,0.85,39,0,1,20769.88,0,0,1,1,1,0,0,0,0,0
1516,0.646,37,0,0,163427.18,0,0,0,0,0,1,0,1,0,0
1517,0.744,54,0,1,140068.77,0,0,0,1,1,0,0,1,0,1
1518,0.71,36,0,0,83206.19,0,0,1,0,0,1,0,0,1,1
1519,0.544,64,1,1,111402.97,1,0,0,0,0,0,0,0,0,0
1520,0.723,52,0,1,92873.5,1,1,0,1,1,0,0,0,0,0
1521,0.507,29,0,1,94780.9,0,0,1,0,1,0,0,0,1,1
1522,0.787,35,1,1,16607.15,0,0,0,0,0,0,0,0,0,0
1523,0.598,41,1,1,161954.43,0,0,1,1,0,1,0,0,1,1
1524,0.796,51,0,1,194733.28,0,0,0,1,1,0,0,0,1,1
1525,0.569,41,1,1,163524.7,0,0,1,0,1,0,0,0,0,0
1526,0.711,34,0,0,48260.19,0,0,0,1,0,1,0,0,1,1
1527,0.661,35,1,0,86678.48,0,1,0,1,0,1,0,0,0,0
1528,0.415,32,1,1,3064.65,0,0,0,1,1,0,0,0,0,0
1529,0.578,23,1,0,112124.98,0,0,1,1,0,1,0,0,1,1
1530,0.611,26,1,1,120801.65,0,0,0,0,0,0,0,0,0,1
1531,0.6,28,0,1,52193.23,0,0,0,0,1,0,0,0,1,1
1532,0.661,32,0,1,56636.28,0,1,0,0,0,0,0,0,0,0
1533,0.85,37,0,1,69372.88,0,0,0,0,0,0,1,0,0,0
1534,0.573,47,0,1,164038.07,1,1,0,0,1,0,1,0,0,0
1535,0.764,33,0,1,118982.51,0,0,1,0,0,1,1,0,0,0
1536,0.838,34,1,0,27472.07,0,0,0,0,0,1,0,0,1,1
1537,0.821,28,1,1,36754.13,0,0,0,0,0,1,0,0,1,0
1538,0.607,36,1,1,46416.36,0,0,1,0,1,0,0,1,0,0
1539,0.558,38,1,1,152872.39,0,0,0,1,0,1,0,0,0,0
1540,0.53,23,1,1,165227.23,0,1,0,1,0,0,0,0,0,1
1541,0.654,37,1,0,75927.35,0,1,0,1,1,0,0,0,0,0
1542,0.53,33,1,1,172930.28,0,0,0,0,1,0,0,0,0,0
1543,0.656,69,1,1,36108.5,0,0,1,1,1,0,1,0,0,0
1544,0.52,43,1,1,36202.74,0,0,1,1,0,1,0,0,1,1
1545,0.602,42,1,1,131886.46,0,1,0,0,1,0,1,0,0,0
1546,0.701,48,1,1,133992.36,0,1,0,0,0,0,0,1,0,0
1547,0.653,30,1,1,96658.26,0,0,1,0,0,0,0,1,0,1
1548,0.668,25,1,1,135112.09,0,0,1,1,0,1,0,0,1,1
1549,0.652,48,1,0,163944.18,1,0,0,1,1,0,0,1,0,0
1550,0.639,54,1,1,53843.71,0,0,1,0,0,0,0,0,1,1
1551,0.73,52,0,1,122398.84,0,0,1,0,0,1,0,0,1,1
1552,0.78,34,1,1,64804.04,0,0,0,1,0,0,0,0,1,0
1553,0.592,38,0,1,19370.73,0,0,0,0,0,1,0,0,0,1
1554,0.628,34,1,1,126192.54,0,0,0,1,1,0,1,0,0,1
1555,0.658,40,0,1,135459.02,1,0,0,0,0,1,0,0,0,0
1556,0.85,29,1,1,94815.04,0,0,1,0,0,1,0,0,1,1
1557,0.515,37,1,1,188366.04,1,1,0,1,0,0,0,1,0,0
1558,0.571,35,0,1,178512.52,0,0,0,0,0,0,0,0,0,1
1559,0.76,42,1,1,97906.38,0,1,0,1,0,0,0,1,0,1
1560,0.72,43,0,0,72861.94,0,1,0,0,0,1,0,0,0,0
1561,0.632,42,1,1,195978.86,0,1,0,1,1,0,0,0,0,1
1562,0.694,31,1,1,19448.93,1,1,0,1,1,0,0,0,0,1
1563,0.559,40,0,1,32635.54,0,0,1,0,1,0,0,0,0,0
1564,0.773,42,1,0,171733.22,0,1,0,0,0,1,1,0,0,1
1565,0.581,38,1,0,46176.22,0,0,0,1,0,0,0,0,1,1
1566,0.524,37,1,0,179634.69,0,1,0,0,0,1,0,0,0,1
1567,0.713,53,0,0,191521.32,1,0,0,1,1,0,0,0,0,0
1568,0.676,40,1,1,67998.45,0,0,0,1,0,1,0,0,0,0
1569,0.651,42,1,0,44731.8,1,1,0,0,0,0,0,0,0,0
1570,0.717,49,1,1,124532.9,1,0,1,0,0,0,0,0,0,1
1571,0.594,23,1,0,160968.44,0,0,0,1,1,0,1,0,0,0
1572,0.716,44,1,0,27341.63,1,0,0,0,0,0,0,0,0,0
1573,0.668,35,1,1,53994.64,0,0,0,0,1,0,0,0,0,0
1574,0.678,23,1,1,91633.53,0,1,0,1,0,1,0,0,0,0
1575,0.545,23,1,0,189613.12,0,0,0,1,0,0,0,0,1,1
1576,0.613,40,1,1,60706.33,0,0,0,0,0,1,0,1,0,1
1577,0.687,21,1,1,154767.34,0,0,1,0,0,1,0,0,1,1
1578,0.715,28,0,0,196853.11,0,0,0,1,0,1,1,0,0,0
1579,0.618,41,1,1,195775.48,0,1,0,1,0,1,0,1,0,0
1580,0.721,35,0,1,3086.89,0,0,0,0,1,0,0,0,0,0
1581,0.445,34,1,1,70618.0,0,1,0,0,0,1,0,0,0,1
1582,0.69,38,0,1,55034.02,0,0,0,1,0,0,0,1,0,1
1583,0.709,43,0,0,168035.62,1,0,0,0,0,1,0,0,1,1
1584,0.671,42,1,1,128449.33,0,0,1,0,0,0,0,0,1,1
1585,0.538,33,1,1,199249.29,0,0,0,1,1,0,0,1,0,0
1586,0.735,33,1,0,149474.69,0,0,0,0,1,0,0,0,1,1
1587,0.592,37,1,1,126726.33,0,0,0,0,0,1,0,0,1,1
1588,0.747,61,0,1,147554.26,0,0,0,1,0,1,1,0,0,0
1589,0.675,36,1,1,149399.7,0,1,0,1,0,1,0,1,0,0
1590,0.632,39,1,0,93536.38,0,0,1,0,1,0,0,1,0,1
1591,0.621,39,1,1,58883.91,0,0,0,1,1,0,0,0,1,1
1592,0.521,29,1,0,154271.41,0,0,1,1,0,0,0,1,0,0
1593,0.591,36,1,1,122022.89,0,0,1,1,0,1,0,0,0,0
1594,0.706,28,1,1,50299.14,0,1,0,0,1,0,0,0,0,1
1595,0.677,38,1,0,187800.63,0,0,0,1,1,0,0,0,1,1
1596,0.769,27,1,0,171344.09,0,1,0,1,0,1,1,0,0,0
1597,0.771,32,1,1,40920.59,0,0,0,1,1,0,0,1,0,0
1598,0.601,48,1,0,63940.68,1,1,0,0,0,1,0,0,0,0
1599,0.67,42,0,1,29483.87,0,0,0,0,0,0,0,0,0,1
1600,0.517,28,1,0,179056.23,0,0,0,1,0,0,0,0,0,0
1601,0.834,49,1,0,129273.94,0,0,0,0,0,1,1,0,0,1
1602,0.571,42,1,0,55558.51,1,0,0,0,1,0,0,0,0,1
1603,0.576,36,1,1,23305.85,0,1,0,0,0,1,1,0,0,0
1604,0.718,31,0,1,17128.64,0,0,0,0,0,0,1,0,0,0
1605,0.636,31,1,1,74641.9,0,1,0,0,0,1,0,1,0,1
1606,0.566,40,1,0,154486.01,0,1,0,0,0,0,0,1,0,1
1607,0.711,64,1,1,3185.67,0,0,0,1,1,0,0,0,1,1
1608,0.574,39,1,0,88463.63,0,0,0,0,0,0,0,0,0,1
1609,0.619,35,1,0,65682.93,0,0,0,0,0,1,0,0,0,0
1610,0.588,24,1,1,140586.08,0,0,0,0,0,0,0,0,1,1
1611,0.76,49,1,0,117232.9,1,1,0,0,0,1,0,1,0,0
1612,0.665,52,1,0,116137.01,1,0,0,1,0,0,0,0,1,0
1613,0.739,29,1,1,105533.96,0,1,0,1,0,0,0,1,0,1
1614,0.641,77,1,1,81514.06,0,0,0,1,0,1,0,0,1,1
1615,0.685,21,1,1,164966.27,0,1,0,0,1,0,0,1,0,0
1616,0.594,49,1,1,23631.55,0,0,0,0,1,0,0,0,1,1
1617,0.557,40,0,1,105433.53,0,0,1,0,1,0,0,0,1,1
1618,0.697,27,1,0,90591.15,0,0,0,1,0,1,0,0,0,1
1619,0.656,18,0,1,127014.32,0,0,0,1,0,1,1,0,0,0
1620,0.712,43,0,1,90905.26,0,1,0,1,0,0,0,0,0,1
1621,0.689,38,1,1,8651.92,1,0,1,1,1,0,0,1,0,0
1622,0.697,25,1,0,15467.98,0,0,0,0,1,0,1,0,0,1
1623,0.589,38,1,0,79915.28,0,0,0,1,0,0,0,0,1,0
1624,0.525,25,1,0,69361.95,0,0,1,0,0,1,0,0,1,1
1625,0.68,44,1,0,86935.08,0,0,0,1,0,0,0,0,1,1
1626,0.617,28,1,1,7597.83,1,0,0,0,0,0,0,0,1,1
1627,0.68,32,1,0,116957.6,0,0,0,1,1,0,0,1,0,0
1628,0.662,30,0,1,157884.83,0,0,1,0,0,1,0,0,1,1
1629,0.736,46,1,1,77981.54,1,1,0,1,1,0,0,0,0,0
1630,0.657,57,1,1,126369.55,1,1,0,1,0,1,0,0,0,0
1631,0.35,54,1,1,191973.49,1,0,1,1,0,0,1,0,0,0
1632,0.617,30,1,0,142940.39,0,0,0,1,0,0,0,0,0,0
1633,0.562,35,0,0,48869.67,0,0,0,1,0,1,0,0,1,0
1634,0.705,23,1,1,73131.73,0,0,1,0,1,0,0,0,1,1
1635,0.516,33,1,1,120037.36,0,0,0,0,0,1,0,0,0,0
1636,0.573,37,1,0,193995.37,0,0,0,0,1,0,0,0,1,1
1637,0.538,31,0,0,179453.66,0,0,1,0,0,0,0,0,1,1
1638,0.699,39,1,0,80963.92,0,0,0,1,0,1,0,0,1,0
1639,0.504,32,0,1,15658.99,0,1,0,1,0,1,1,0,0,1
1640,0.583,47,1,0,92708.1,0,0,1,1,1,0,0,0,0,0
1641,0.712,53,0,0,26542.17,0,0,1,1,0,0,0,0,0,1
1642,0.626,62,1,1,65010.74,0,0,1,1,0,0,0,0,1,0
1643,0.631,34,1,0,106892.91,0,0,0,0,1,0,0,0,0,0
1644,0.663,37,1,1,185210.63,0,0,0,0,0,1,0,0,1,0
1645,0.506,41,1,0,4035.46,0,1,0,0,0,0,0,1,0,0
1646,0.57,50,1,0,177805.44,1,1,0,0,1,0,0,0,0,0
1647,0.703,45,1,1,68831.72,0,0,0,0,0,1,0,0,1,1
1648,0.698,40,1,0,114732.62,0,1,0,0,0,1,1,0,0,0
1649,0.731,41,1,0,22299.27,0,0,1,1,1,0,0,0,1,1
1650,0.625,34,0,0,197283.2,0,0,0,1,1,0,0,0,1,1
1651,0.634,31,1,1,179485.96,1,0,1,1,0,1,0,0,0,0
1652,0.616,59,1,1,17699.48,0,0,0,1,1,0,1,0,0,0
1653,0.5,56,1,0,118490.8,1,0,0,1,0,0,0,0,0,0
1654,0.446,32,0,0,133292.94,0,0,0,1,0,1,0,0,1,1
1655,0.669,47,1,0,58170.24,0,0,0,0,0,1,0,1,0,0
1656,0.581,31,1,0,107137.3,0,1,0,1,1,0,0,0,0,0
1657,0.704,54,1,0,145071.33,1,1,0,0,1,0,0,0,0,1
1658,0.748,44,0,1,85495.24,0,0,0,1,0,0,0,1,0,0
1659,0.68,31,1,1,101139.3,0,0,1,0,0,1,0,0,0,1
1660,0.655,37,1,0,10511.13,0,0,0,0,0,1,0,0,0,1
1661,0.69,32,1,1,137916.49,0,1,0,1,0,0,0,0,0,1
1662,0.695,40,0,1,193383.13,0,1,0,1,0,1,0,0,0,0
1663,0.7,40,1,0,189826.96,1,1,0,0,1,0,0,0,0,0
1664,0.773,52,0,1,144113.42,0,0,0,1,1,0,0,0,1,0
1665,0.749,42,0,1,143538.51,0,0,0,1,0,0,0,0,0,1
1666,0.611,46,1,0,77677.14,1,0,0,0,1,0,0,0,1,0
1667,0.606,46,1,1,183717.94,0,0,1,0,0,1,0,0,1,1
1668,0.554,24,0,0,92180.62,0,0,0,1,0,1,0,0,1,0
1669,0.567,37,1,1,28690.9,0,0,0,0,0,1,0,0,1,1
1670,0.559,24,1,0,85891.02,1,0,1,1,0,0,0,0,0,0
1671,0.594,41,1,1,42050.24,0,1,0,1,0,0,0,0,0,1
1672,0.513,37,1,0,110142.34,0,0,0,0,1,0,0,0,1,1
1673,0.652,26,1,1,179269.79,0,1,0,0,0,0,0,0,0,0
1674,0.68,42,1,1,90558.24,1,1,0,0,0,1,0,0,0,0
1675,0.784,33,1,0,162022.47,0,0,1,1,0,1,0,0,1,1
1676,0.812,44,1,0,66926.83,1,0,1,0,0,1,0,0,1,1
1677,0.784,40,1,0,108891.3,0,0,1,0,0,1,0,0,1,1
1678,0.57,18,1,0,71811.9,0,0,0,0,1,0,0,1,0,0
1679,0.712,42,0,0,92223.59,0,0,0,0,0,0,0,1,0,0
1680,0.705,39,1,1,78065.9,0,0,1,1,1,0,0,0,0,0
1681,0.681,32,1,1,59679.9,0,0,1,0,0,0,0,0,1,1
1682,0.62,41,1,0,85000.32,0,0,0,1,0,0,0,1,0,0
1683,0.711,52,1,1,159808.95,0,0,0,1,1,0,0,0,1,0
1684,0.613,24,1,0,129001.3,0,0,0,0,0,1,0,0,0,0
1685,0.613,20,0,0,113557.7,1,1,0,0,0,0,0,0,0,0
1686,0.682,36,1,1,147758.51,0,0,1,1,1,0,0,0,1,1
1687,0.85,37,1,1,28865.59,0,0,1,1,1,0,0,0,0,0
1688,0.601,41,0,1,160607.06,0,0,0,0,0,0,0,0,1,1
1689,0.595,35,1,0,100015.79,1,0,1,1,0,1,0,0,1,0
1690,0.675,36,0,1,54478.52,0,0,1,1,0,0,0,1,0,1
1691,0.591,31,1,1,141677.33,0,0,1,1,0,1,0,0,1,0
1692,0.602,23,0,0,84077.6,0,0,0,1,0,1,0,0,0,1
1693,0.554,34,0,1,106981.03,0,0,1,0,0,1,0,0,1,0
1694,0.541,37,1,1,73551.44,0,0,0,1,0,1,0,0,0,0
1695,0.506,34,0,0,115842.1,0,0,0,1,0,1,0,0,1,1
1696,0.814,44,0,0,107013.59,0,1,0,1,0,1,0,1,0,1
1697,0.683,30,0,0,24938.84,0,0,0,1,0,1,0,0,0,1
1698,0.485,51,1,0,51113.14,0,1,0,1,0,1,0,0,0,1
1699,0.696,31,1,0,33828.64,0,1,0,0,0,1,0,0,0,1
1700,0.608,30,1,0,128875.86,0,0,0,0,0,1,0,0,1,1
1701,0.792,50,1,1,194700.81,1,0,0,1,0,1,0,0,1,1
1702,0.686,22,1,0,158974.45,0,0,1,1,1,0,0,0,1,1
1703,0.79,42,1,0,198182.73,0,1,0,1,0,0,0,1,0,0
1704,0.654,29,0,1,141404.07,0,0,0,0,1,0,0,1,0,0
1705,0.452,35,1,1,4175.68,0,0,0,1,1,0,0,0,0,0
1706,0.719,38,1,0,126876.47,0,0,1,1,0,0,0,0,1,0
1707,0.707,40,1,0,41052.82,0,0,0,0,1,0,0,0,1,1
1708,0.699,49,0,0,105760.01,0,0,0,0,0,0,0,0,1,0
1709,0.85,30,0,1,27937.12,0,0,1,1,0,0,0,0,1,1
1710,0.828,28,1,0,79355.87,0,0,1,1,0,1,0,0,0,0
1711,0.85,30,1,1,102180.27,0,1,0,1,1,0,0,0,0,1
1712,0.712,47,1,1,95719.73,0,0,1,1,0,0,0,0,0,0
1713,0.634,44,1,0,57121.51,0,0,0,1,0,1,0,0,0,0
1714,0.73,45,0,0,162478.11,0,1,0,1,1,0,1,0,0,0
1715,0.685,43,0,1,194808.51,0,1,0,1,0,1,0,0,0,1
1716,0.809,33,1,1,124045.65,0,0,1,1,0,1,0,0,1,0
1717,0.707,35,1,0,17987.4,1,0,1,0,0,0,0,1,0,0
1718,0.648,32,1,0,133653.38,0,0,1,1,0,1,0,0,1,0
1719,0.76,57,1,1,25101.17,0,0,1,0,0,0,0,0,1,1
1720,0.805,33,0,1,33330.89,0,1,0,0,0,0,0,0,0,1
1721,0.585,39,1,0,2401.26,0,0,0,0,0,1,0,0,1,1
1722,0.595,30,1,1,178361.04,0,0,1,0,1,0,0,0,0,0
1723,0.63,42,1,0,162697.93,0,0,0,1,1,0,0,0,1,1
1724,0.627,29,1,0,80607.33,0,1,0,1,1,0,0,0,0,1
1725,0.631,37,0,1,23146.62,0,1,0,0,0,0,0,0,0,1
1726,0.776,38,0,1,89893.6,0,1,0,1,1,0,0,0,0,0
1727,0.676,36,1,1,3173.31,0,0,1,0,1,0,0,0,1,1
1728,0.758,40,0,0,123218.81,0,0,1,0,1,0,0,1,0,1
1729,0.637,33,0,1,74588.41,0,0,0,1,0,0,0,0,0,1
1730,0.85,20,1,0,31288.77,0,0,0,1,0,1,0,0,1,1
1731,0.601,44,1,0,58561.31,0,0,1,0,1,0,0,0,1,1
1732,0.735,49,1,0,148804.36,0,0,0,1,1,0,0,0,0,0
1733,0.614,32,1,1,51117.06,0,1,0,1,0,1,0,1,0,1
1734,0.672,21,1,1,164537.17,0,1,0,0,0,0,1,0,0,1
1735,0.642,30,0,0,61977.82,0,0,0,1,0,1,0,0,0,0
1736,0.633,29,1,0,193362.99,0,1,0,0,0,0,0,0,0,0
1737,0.769,39,1,1,47722.79,0,0,1,1,0,1,0,0,1,0
1738,0.796,41,1,0,18510.41,0,0,1,1,0,1,0,0,0,0
1739,0.715,23,1,0,65057.71,0,0,0,1,0,1,0,0,0,1
1740,0.695,42,0,0,46374.64,0,0,0,0,0,1,0,0,0,0
1741,0.747,25,0,1,42039.67,0,0,0,0,1,0,0,0,1,1
1742,0.584,54,0,0,138192.98,1,1,0,0,0,0,0,1,0,0
1743,0.476,40,1,1,22735.45,0,0,0,1,1,0,0,0,1,0
1744,0.85,39,0,1,186910.74,0,0,0,0,0,1,0,1,0,0
1745,0.529,30,1,0,75285.47,0,0,0,1,0,0,0,0,0,0
1746,0.584,59,0,1,130260.11,1,0,1,0,0,0,0,0,1,0
1747,0.586,34,1,0,15034.93,0,1,0,1,0,1,0,1,0,0
1748,0.674,34,1,0,175709.4,1,1,0,1,0,0,1,0,0,0
1749,0.552,42,1,0,101069.71,1,0,0,1,0,1,0,0,0,1
1750,0.601,33,1,1,153012.13,0,1,0,0,0,1,0,0,0,1
1751,0.541,29,0,0,86173.92,0,0,0,1,0,1,0,0,0,0
1752,0.744,41,1,0,197548.63,0,1,0,0,0,0,0,1,0,0
1753,0.595,23,0,0,37042.8,0,0,1,0,0,1,0,0,0,1
1754,0.724,33,1,0,121085.72,0,1,0,1,1,0,0,0,0,1
1755,0.533,52,0,1,194113.99,1,0,1,0,0,1,0,0,1,0
1756,0.618,37,0,1,101273.23,0,0,0,1,0,0,1,0,0,1
1757,0.523,39,1,1,118711.75,1,1,0,0,0,0,0,0,0,0
1758,0.642,30,1,0,582.53,0,1,0,0,1,0,0,0,0,0
1759,0.584,35,1,0,192381.21,0,0,0,1,0,1,0,0,1,1
1760,0.521,38,0,1,136507.69,1,0,0,1,1,0,0,0,0,0
1761,0.662,36,1,0,138871.12,1,0,0,0,1,0,1,0,0,1
1762,0.758,34,1,1,60728.89,0,0,0,0,0,0,1,0,0,0
1763,0.717,38,0,0,189175.71,0,0,0,1,0,1,0,1,0,0
1764,0.611,40,1,1,102547.56,0,0,0,1,0,0,0,0,1,1
1765,0.766,43,1,1,36706.56,0,1,0,1,1,0,0,0,0,1
1766,0.636,34,1,1,44756.25,0,0,0,0,0,0,0,0,1,1
1767,0.814,48,1,1,132870.15,0,0,0,0,0,1,0,0,1,1
1768,0.76,28,0,0,16287.38,0,0,1,1,0,0,0,0,0,1
1769,0.607,39,1,1,121945.42,0,1,0,1,0,0,0,1,0,1
1770,0.725,36,0,0,131173.9,1,0,1,0,1,0,0,0,0,0
1771,0.6,37,0,1,88669.89,0,0,0,1,0,0,0,0,0,0
1772,0.656,27,1,1,160835.3,0,1,0,1,1,0,0,0,0,1
1773,0.64,34,0,0,24761.36,0,0,1,1,0,0,0,0,0,0
1774,0.439,28,1,0,138526.96,0,0,0,1,0,1,0,0,0,1
1775,0.549,38,0,0,157442.75,0,0,0,0,0,1,0,0,0,0
1776,0.622,38,0,0,105295.77,0,0,0,1,1,0,0,0,1,1
1777,0.715,34,0,0,97782.92,0,0,0,1,1,0,0,0,0,0
1778,0.657,41,1,1,68255.88,0,0,0,0,1,0,0,1,0,0
1779,0.703,36,1,0,108790.95,0,0,0,1,0,0,0,0,1,1
1780,0.802,33,1,0,143706.18,0,0,0,1,0,1,0,0,1,1
1781,0.793,36,0,0,148993.47,0,0,1,0,0,0,0,0,1,0
1782,0.554,35,0,0,95277.15,1,0,0,0,1,0,0,0,0,1
1783,0.533,38,0,1,152956.33,0,0,1,1,0,0,0,0,0,1
1784,0.658,36,1,1,94925.62,0,0,0,1,0,1,1,0,0,0
1785,0.713,40,1,1,87308.18,0,1,0,1,0,0,0,0,0,1
1786,0.711,37,1,0,83978.86,1,0,1,1,0,0,0,0,1,1
1787,0.669,25,0,0,37543.93,1,0,0,1,0,0,1,0,0,0
1788,0.439,43,0,1,104889.3,0,0,0,0,0,1,0,0,1,0
1789,0.763,37,1,1,149705.25,0,0,1,0,1,0,0,0,1,1
1790,0.697,74,1,1,16445.79,0,1,0,0,0,0,0,0,0,1
1791,0.702,35,1,0,54689.16,0,0,1,0,0,1,0,1,0,1
1792,0.686,41,0,1,194913.86,0,0,1,1,0,1,0,0,0,0
1793,0.629,36,1,1,146371.72,0,0,1,1,0,0,1,0,0,1
1794,0.823,38,1,0,156603.7,0,0,0,1,0,0,0,0,1,1
1795,0.683,35,0,1,182566.76,0,1,0,0,1,0,0,1,0,0
1796,0.555,37,1,0,60194.05,0,0,0,1,0,1,0,0,0,0
1797,0.647,44,1,0,36579.53,1,1,0,1,1,0,0,1,0,0
1798,0.714,51,0,0,5862.53,1,0,0,0,1,0,0,1,0,1
1799,0.85,39,1,1,143030.09,0,0,1,0,0,1,0,0,1,1
1800,0.713,59,1,1,62700.08,0,0,0,0,0,0,0,0,1,1
1801,0.452,30,1,1,99017.34,0,0,0,1,0,1,0,0,0,0
1802,0.683,24,1,0,187987.01,0,0,1,0,0,1,0,1,0,0
1803,0.577,26,0,0,123454.62,0,0,0,0,0,0,1,0,0,0
1804,0.552,33,0,1,10921.5,0,0,0,1,1,0,0,0,0,0
1805,0.769,31,1,0,53817.23,0,1,0,0,0,1,0,0,0,1
1806,0.691,38,0,0,81617.4,0,0,0,1,0,1,0,0,1,1
1807,0.818,49,0,1,192298.84,1,0,0,0,0,0,0,0,1,0
1808,0.739,41,0,0,143882.25,0,0,0,1,1,0,0,0,1,1
1809,0.639,50,1,1,53130.41,0,0,0,0,1,0,0,0,0,1
1810,0.651,65,1,1,190454.04,0,0,0,0,0,0,0,0,1,1
1811,0.779,26,0,1,111906.0,0,0,0,0,0,0,0,0,1,1
1812,0.85,33,1,0,113177.95,0,1,0,0,0,1,0,0,0,0
1813,0.829,38,1,0,30529.88,0,0,0,1,0,1,0,0,1,1
1814,0.579,31,1,1,18800.13,0,1,0,1,0,0,0,1,0,1
1815,0.51,32,1,1,46127.7,0,0,0,1,0,1,0,0,0,0
1816,0.531,29,0,0,75585.48,0,0,0,1,0,0,0,0,0,0
1817,0.628,36,1,0,63085.94,0,1,0,0,0,0,0,1,0,0
1818,0.633,32,1,1,74415.2,0,0,1,1,1,0,1,0,0,1
1819,0.714,45,0,1,139889.15,0,0,1,1,0,1,1,0,0,1
1820,0.604,23,1,1,7267.25,0,0,1,1,0,1,0,0,0,0
